year,overall_rating,player_name
2008,76.0,Philip Neville
2009,76.5,Philip Neville
2010,78.0,Philip Neville
2011,75.5,Philip Neville
2012,74.0,Philip Neville
2013,74.0,Philip Neville
2007,85.5,Paul Scholes
2008,85.0,Paul Scholes
2009,84.5,Paul Scholes
2010,82.5,Paul Scholes
2012,81.0,Paul Scholes
2013,80.0,Paul Scholes
2007,80.5,Brad Friedel
2008,80.0,Brad Friedel
2009,82.0,Brad Friedel
2010,82.0,Brad Friedel
2011,80.5,Brad Friedel
2012,80.5,Brad Friedel
2013,79.5,Brad Friedel
2014,78.5,Brad Friedel
2015,77.0,Brad Friedel
2007,77.5,Lukas Zelenka
2008,73.0,Lukas Zelenka
2009,68.0,Lukas Zelenka
2010,68.0,Lukas Zelenka
2007,74.0,Selim Benachour
2009,74.0,Selim Benachour
2010,71.0,Selim Benachour
2011,72.5,Selim Benachour
2012,72.0,Selim Benachour
2007,66.5,Andreas Granqvist
2008,69.0,Andreas Granqvist
2009,75.0,Andreas Granqvist
2010,76.0,Andreas Granqvist
2011,76.5,Andreas Granqvist
2012,76.0,Andreas Granqvist
2013,76.25,Andreas Granqvist
2014,77.0,Andreas Granqvist
2015,78.33333333333333,Andreas Granqvist
2016,79.0,Andreas Granqvist
2007,82.5,Daniel Majstorovic
2008,78.0,Daniel Majstorovic
2010,77.0,Daniel Majstorovic
2011,72.0,Daniel Majstorovic
2012,69.0,Daniel Majstorovic
2013,68.9,Daniel Majstorovic
2007,69.0,Matias Concha
2008,70.0,Matias Concha
2010,70.0,Matias Concha
2011,69.5,Matias Concha
2012,69.0,Matias Concha
2013,65.5,Matias Concha
2014,61.666666666666664,Matias Concha
2007,72.5,Renato
2008,76.0,Renato
2009,78.0,Renato
2010,78.0,Renato
2011,76.0,Renato
2012,77.5,Renato
2013,77.5,Renato
2014,74.0,Renato
2015,73.0,Renato
2016,73.0,Renato
2007,76.0,Grafite
2008,77.5,Grafite
2009,83.0,Grafite
2010,80.5,Grafite
2011,80.0,Grafite
2007,79.5,Edu
2008,79.0,Edu
2009,75.5,Edu
2010,73.0,Edu
2007,84.0,Phillippe Mexes
2008,85.0,Phillippe Mexes
2009,84.0,Phillippe Mexes
2010,79.0,Phillippe Mexes
2011,80.5,Phillippe Mexes
2012,81.0,Phillippe Mexes
2013,81.25,Phillippe Mexes
2014,78.93333333333334,Phillippe Mexes
2015,76.88888888888889,Phillippe Mexes
2016,77.2,Phillippe Mexes
2007,81.0,Heurelho Gomes
2008,82.0,Heurelho Gomes
2009,76.5,Heurelho Gomes
2010,82.5,Heurelho Gomes
2011,80.5,Heurelho Gomes
2012,77.0,Heurelho Gomes
2013,77.0,Heurelho Gomes
2014,75.5,Heurelho Gomes
2015,74.66666666666667,Heurelho Gomes
2016,76.0,Heurelho Gomes
2007,79.0,Juliano Belletti
2008,77.0,Juliano Belletti
2009,77.5,Juliano Belletti
2010,76.5,Juliano Belletti
2011,73.0,Juliano Belletti
2007,76.0,Sylvain Armand
2008,77.0,Sylvain Armand
2009,78.0,Sylvain Armand
2010,76.5,Sylvain Armand
2011,74.0,Sylvain Armand
2012,74.0,Sylvain Armand
2013,73.8,Sylvain Armand
2014,74.4,Sylvain Armand
2015,75.33333333333333,Sylvain Armand
2016,75.33333333333333,Sylvain Armand
2007,81.0,Ulrich Rame
2008,80.0,Ulrich Rame
2009,76.0,Ulrich Rame
2010,74.0,Ulrich Rame
2011,74.5,Ulrich Rame
2012,70.5,Ulrich Rame
2013,67.0,Ulrich Rame
2007,78.0,Martin Demichelis
2008,85.0,Martin Demichelis
2009,83.0,Martin Demichelis
2010,80.0,Martin Demichelis
2011,79.0,Martin Demichelis
2012,78.5,Martin Demichelis
2013,80.2,Martin Demichelis
2014,79.75,Martin Demichelis
2015,79.4,Martin Demichelis
2016,78.5,Martin Demichelis
2007,86.0,Javier Zanetti
2008,86.0,Javier Zanetti
2009,85.0,Javier Zanetti
2010,83.0,Javier Zanetti
2011,82.0,Javier Zanetti
2012,81.5,Javier Zanetti
2013,78.6,Javier Zanetti
2014,75.0,Javier Zanetti
2007,79.0,Boris Smiljanic
2008,75.0,Boris Smiljanic
2009,71.0,Boris Smiljanic
2010,70.5,Boris Smiljanic
2011,69.0,Boris Smiljanic
2012,64.0,Boris Smiljanic
2007,74.0,Fabio Celestini
2008,76.0,Fabio Celestini
2009,75.0,Fabio Celestini
2010,75.0,Fabio Celestini
2007,80.5,Cesar Delgado
2008,78.0,Cesar Delgado
2009,76.0,Cesar Delgado
2010,76.0,Cesar Delgado
2011,77.5,Cesar Delgado
2012,76.5,Cesar Delgado
2013,72.0,Cesar Delgado
2014,69.77777777777777,Cesar Delgado
2015,70.63636363636364,Cesar Delgado
2016,70.0,Cesar Delgado
2007,76.0,Stephan Lichtsteiner
2008,77.0,Stephan Lichtsteiner
2009,76.0,Stephan Lichtsteiner
2010,75.0,Stephan Lichtsteiner
2011,78.0,Stephan Lichtsteiner
2012,81.5,Stephan Lichtsteiner
2013,79.5,Stephan Lichtsteiner
2014,78.55555555555556,Stephan Lichtsteiner
2015,79.5,Stephan Lichtsteiner
2016,82.0,Stephan Lichtsteiner
2007,68.0,Stephan Keller
2008,64.0,Stephan Keller
2009,64.0,Stephan Keller
2010,64.0,Stephan Keller
2011,62.0,Stephan Keller
2007,71.0,Danijel Pranjic
2008,75.0,Danijel Pranjic
2009,77.5,Danijel Pranjic
2010,77.0,Danijel Pranjic
2011,76.5,Danijel Pranjic
2012,75.5,Danijel Pranjic
2013,73.4,Danijel Pranjic
2014,74.0,Danijel Pranjic
2015,74.0,Danijel Pranjic
2016,73.0,Danijel Pranjic
2007,68.0,Tomislav Sokota
2009,68.0,Tomislav Sokota
2010,64.0,Tomislav Sokota
2007,85.0,Walter Samuel
2008,83.0,Walter Samuel
2009,85.0,Walter Samuel
2010,85.0,Walter Samuel
2011,84.5,Walter Samuel
2012,84.0,Walter Samuel
2013,82.36363636363636,Walter Samuel
2014,76.8,Walter Samuel
2015,71.6,Walter Samuel
2007,81.5,Mladen Petric
2008,80.0,Mladen Petric
2009,81.0,Mladen Petric
2010,81.0,Mladen Petric
2011,81.0,Mladen Petric
2012,79.5,Mladen Petric
2013,78.83333333333333,Mladen Petric
2014,74.25,Mladen Petric
2015,73.33333333333333,Mladen Petric
2007,66.0,Brett Holman
2008,67.0,Brett Holman
2009,69.0,Brett Holman
2010,69.5,Brett Holman
2011,70.0,Brett Holman
2012,73.5,Brett Holman
2013,74.0,Brett Holman
2014,74.0,Brett Holman
2007,78.0,Pablo Zabaleta
2008,78.0,Pablo Zabaleta
2009,78.0,Pablo Zabaleta
2010,78.0,Pablo Zabaleta
2011,76.0,Pablo Zabaleta
2012,78.0,Pablo Zabaleta
2013,80.66666666666667,Pablo Zabaleta
2014,82.25,Pablo Zabaleta
2015,82.5,Pablo Zabaleta
2016,82.0,Pablo Zabaleta
2007,74.0,Leandro Romagnoli
2008,76.0,Leandro Romagnoli
2013,76.0,Leandro Romagnoli
2014,75.66666666666667,Leandro Romagnoli
2015,76.25,Leandro Romagnoli
2016,77.0,Leandro Romagnoli
2007,77.0,Ernesto Farias
2008,76.0,Ernesto Farias
2009,76.0,Ernesto Farias
2010,76.5,Ernesto Farias
2011,68.0,Ernesto Farias
2013,68.0,Ernesto Farias
2014,68.0,Ernesto Farias
2007,74.0,Daisuke Matsui
2008,75.0,Daisuke Matsui
2009,73.0,Daisuke Matsui
2010,73.5,Daisuke Matsui
2011,71.5,Daisuke Matsui
2012,66.0,Daisuke Matsui
2013,68.0,Daisuke Matsui
2014,69.0,Daisuke Matsui
2007,63.0,Makoto Hasebe
2008,66.5,Makoto Hasebe
2009,72.5,Makoto Hasebe
2010,75.0,Makoto Hasebe
2011,74.5,Makoto Hasebe
2012,73.5,Makoto Hasebe
2013,74.75,Makoto Hasebe
2014,74.0,Makoto Hasebe
2015,74.5,Makoto Hasebe
2016,74.0,Makoto Hasebe
2007,73.0,Leonardo Ponzio
2008,70.0,Leonardo Ponzio
2009,72.0,Leonardo Ponzio
2010,75.0,Leonardo Ponzio
2011,73.5,Leonardo Ponzio
2012,74.0,Leonardo Ponzio
2013,74.5,Leonardo Ponzio
2014,71.5,Leonardo Ponzio
2015,69.8,Leonardo Ponzio
2016,71.0,Leonardo Ponzio
2007,79.5,Lisandro Lopez
2008,81.0,Lisandro Lopez
2009,82.0,Lisandro Lopez
2010,84.0,Lisandro Lopez
2011,83.0,Lisandro Lopez
2012,83.0,Lisandro Lopez
2013,79.5,Lisandro Lopez
2015,77.0,Lisandro Lopez
2016,77.5,Lisandro Lopez
2007,67.0,Emanuel Rivas
2008,67.0,Emanuel Rivas
2009,68.5,Emanuel Rivas
2010,74.5,Emanuel Rivas
2011,69.5,Emanuel Rivas
2012,70.0,Emanuel Rivas
2013,69.33333333333333,Emanuel Rivas
2014,65.8,Emanuel Rivas
2015,65.0,Emanuel Rivas
2007,82.0,Diego Milito
2008,81.0,Diego Milito
2009,84.5,Diego Milito
2010,86.0,Diego Milito
2011,82.5,Diego Milito
2012,83.0,Diego Milito
2013,82.41666666666667,Diego Milito
2014,78.83333333333333,Diego Milito
2015,78.2,Diego Milito
2016,78.66666666666667,Diego Milito
2007,76.0,Marko Basa
2009,80.0,Marko Basa
2010,76.0,Marko Basa
2011,75.5,Marko Basa
2012,77.0,Marko Basa
2013,77.0,Marko Basa
2014,79.66666666666667,Marko Basa
2015,79.33333333333333,Marko Basa
2016,80.0,Marko Basa
2007,71.0,Aaron Galindo
2008,73.0,Aaron Galindo
2009,74.5,Aaron Galindo
2010,69.0,Aaron Galindo
2011,69.0,Aaron Galindo
2012,69.5,Aaron Galindo
2013,67.66666666666667,Aaron Galindo
2014,67.0,Aaron Galindo
2015,68.0,Aaron Galindo
2016,69.0,Aaron Galindo
2007,72.5,Neca
2008,74.0,Neca
2009,74.0,Neca
2010,72.0,Neca
2011,72.5,Neca
2012,73.0,Neca
2007,71.0,Custodio
2009,70.5,Custodio
2010,70.0,Custodio
2011,72.0,Custodio
2012,74.0,Custodio
2013,75.71428571428571,Custodio
2014,73.88888888888889,Custodio
2015,71.8,Custodio
2016,73.0,Custodio
2007,67.0,Joao Alves
2008,68.0,Joao Alves
2009,71.0,Joao Alves
2010,71.0,Joao Alves
2011,71.0,Joao Alves
2012,71.0,Joao Alves
2007,75.5,Jose Moreira
2008,76.0,Jose Moreira
2009,77.5,Jose Moreira
2010,76.5,Jose Moreira
2011,73.5,Jose Moreira
2007,78.0,Pedro Mendes
2008,74.0,Pedro Mendes
2009,78.5,Pedro Mendes
2010,76.5,Pedro Mendes
2011,77.5,Pedro Mendes
2012,76.0,Pedro Mendes
2007,85.5,Roy Makaay
2008,81.0,Roy Makaay
2009,73.0,Roy Makaay
2010,72.0,Roy Makaay
2007,72.0,Wilfred Bouma
2008,76.0,Wilfred Bouma
2009,75.5,Wilfred Bouma
2010,74.0,Wilfred Bouma
2011,74.5,Wilfred Bouma
2012,73.0,Wilfred Bouma
2013,70.66666666666667,Wilfred Bouma
2007,79.5,George Boateng
2008,74.0,George Boateng
2009,68.0,George Boateng
2010,68.0,George Boateng
2011,68.0,George Boateng
2012,65.0,George Boateng
2007,80.0,Kevin Hofland
2008,74.0,Kevin Hofland
2009,70.5,Kevin Hofland
2010,69.0,Kevin Hofland
2007,71.0,Martijn Meerdink
2008,68.0,Martijn Meerdink
2007,78.0,Nigel de Jong
2008,80.0,Nigel de Jong
2009,79.5,Nigel de Jong
2010,79.5,Nigel de Jong
2011,81.5,Nigel de Jong
2012,81.0,Nigel de Jong
2013,79.0,Nigel de Jong
2014,78.57142857142857,Nigel de Jong
2015,79.77777777777777,Nigel de Jong
2016,79.0,Nigel de Jong
2007,74.0,Romeo Castelen
2008,78.0,Romeo Castelen
2009,75.0,Romeo Castelen
2010,73.0,Romeo Castelen
2011,70.5,Romeo Castelen
2012,68.0,Romeo Castelen
2013,67.75,Romeo Castelen
2014,69.0,Romeo Castelen
2015,67.66666666666667,Romeo Castelen
2016,67.0,Romeo Castelen
2007,77.0,Ron Vlaar
2008,73.0,Ron Vlaar
2009,71.5,Ron Vlaar
2010,76.0,Ron Vlaar
2011,74.5,Ron Vlaar
2012,75.0,Ron Vlaar
2013,77.71428571428571,Ron Vlaar
2014,78.8,Ron Vlaar
2015,80.0,Ron Vlaar
2016,79.0,Ron Vlaar
2007,71.0,Urby Emanuelson
2008,71.0,Urby Emanuelson
2009,74.5,Urby Emanuelson
2010,75.5,Urby Emanuelson
2011,76.0,Urby Emanuelson
2012,77.5,Urby Emanuelson
2013,77.6923076923077,Urby Emanuelson
2014,74.0,Urby Emanuelson
2015,75.0,Urby Emanuelson
2016,74.8,Urby Emanuelson
2007,85.5,David Beckham
2008,81.0,David Beckham
2009,81.5,David Beckham
2010,79.5,David Beckham
2011,78.5,David Beckham
2012,78.5,David Beckham
2013,78.0,David Beckham
2007,85.5,Cesc Fabregas
2008,88.0,Cesc Fabregas
2009,87.0,Cesc Fabregas
2010,87.0,Cesc Fabregas
2011,87.0,Cesc Fabregas
2012,88.0,Cesc Fabregas
2013,86.2,Cesc Fabregas
2014,84.6,Cesc Fabregas
2015,85.66666666666667,Cesc Fabregas
2016,86.33333333333333,Cesc Fabregas
2007,80.5,Gary Neville
2008,79.0,Gary Neville
2009,77.0,Gary Neville
2010,76.0,Gary Neville
2007,79.0,Mikael Silvestre
2008,76.0,Mikael Silvestre
2009,76.0,Mikael Silvestre
2010,76.0,Mikael Silvestre
2011,71.0,Mikael Silvestre
2012,71.0,Mikael Silvestre
2013,70.6,Mikael Silvestre
2007,86.5,Jamie Carragher
2008,85.0,Jamie Carragher
2009,85.0,Jamie Carragher
2010,83.0,Jamie Carragher
2011,81.0,Jamie Carragher
2012,77.0,Jamie Carragher
2013,76.66666666666667,Jamie Carragher
2007,88.5,Steven Gerrard
2008,88.0,Steven Gerrard
2009,88.0,Steven Gerrard
2010,87.0,Steven Gerrard
2011,86.5,Steven Gerrard
2012,85.0,Steven Gerrard
2013,83.0,Steven Gerrard
2014,82.55555555555556,Steven Gerrard
2015,82.3,Steven Gerrard
2016,81.0,Steven Gerrard
2007,85.0,Michael Owen
2008,81.0,Michael Owen
2009,79.0,Michael Owen
2010,77.0,Michael Owen
2011,75.0,Michael Owen
2013,74.0,Michael Owen
2007,88.0,Rio Ferdinand
2008,87.0,Rio Ferdinand
2009,86.0,Rio Ferdinand
2010,85.5,Rio Ferdinand
2011,87.0,Rio Ferdinand
2012,83.5,Rio Ferdinand
2013,82.8,Rio Ferdinand
2014,79.66666666666667,Rio Ferdinand
2015,76.75,Rio Ferdinand
2007,83.5,Paul Robinson
2008,78.0,Paul Robinson
2009,77.0,Paul Robinson
2010,77.0,Paul Robinson
2011,79.0,Paul Robinson
2012,76.5,Paul Robinson
2013,73.0,Paul Robinson
2014,71.16666666666667,Paul Robinson
2016,69.0,Paul Robinson
2007,81.0,Mark Viduka
2008,78.0,Mark Viduka
2009,74.5,Mark Viduka
2007,80.0,Fredrik Ljungberg
2009,76.0,Fredrik Ljungberg
2010,76.0,Fredrik Ljungberg
2011,74.0,Fredrik Ljungberg
2007,81.0,Sylvain Wiltord
2008,78.0,Sylvain Wiltord
2009,70.0,Sylvain Wiltord
2010,70.0,Sylvain Wiltord
2011,70.0,Sylvain Wiltord
2012,68.0,Sylvain Wiltord
2007,91.0,Thierry Henry
2008,85.0,Thierry Henry
2009,84.5,Thierry Henry
2010,82.0,Thierry Henry
2011,80.0,Thierry Henry
2012,78.5,Thierry Henry
2013,78.28571428571429,Thierry Henry
2014,78.28571428571429,Thierry Henry
2015,79.0,Thierry Henry
2007,90.5,John Terry
2008,88.0,John Terry
2009,86.5,John Terry
2010,86.5,John Terry
2011,85.5,John Terry
2012,84.5,John Terry
2013,83.0,John Terry
2014,83.0,John Terry
2015,83.4,John Terry
2016,84.0,John Terry
2007,76.0,Thomas Hitzlsperger
2008,78.0,Thomas Hitzlsperger
2009,78.0,Thomas Hitzlsperger
2010,76.0,Thomas Hitzlsperger
2011,75.0,Thomas Hitzlsperger
2012,74.0,Thomas Hitzlsperger
2013,73.5,Thomas Hitzlsperger
2007,86.5,Joe Cole
2008,84.0,Joe Cole
2009,83.0,Joe Cole
2010,80.0,Joe Cole
2011,79.5,Joe Cole
2012,79.5,Joe Cole
2013,76.75,Joe Cole
2014,74.66666666666667,Joe Cole
2015,71.5,Joe Cole
2016,72.16666666666667,Joe Cole
2007,87.5,Frank Lampard
2008,86.0,Frank Lampard
2009,87.0,Frank Lampard
2010,87.0,Frank Lampard
2011,86.5,Frank Lampard
2012,83.5,Frank Lampard
2013,81.0,Frank Lampard
2014,80.14285714285714,Frank Lampard
2015,79.0,Frank Lampard
2016,77.5,Frank Lampard
2007,78.0,Mark Schwarzer
2008,75.0,Mark Schwarzer
2009,78.0,Mark Schwarzer
2010,80.0,Mark Schwarzer
2011,80.5,Mark Schwarzer
2012,80.0,Mark Schwarzer
2013,78.9090909090909,Mark Schwarzer
2014,76.75,Mark Schwarzer
2015,74.0,Mark Schwarzer
2016,73.0,Mark Schwarzer
2007,76.5,Wayne Bridge
2008,77.0,Wayne Bridge
2009,77.0,Wayne Bridge
2010,77.0,Wayne Bridge
2011,73.5,Wayne Bridge
2012,71.5,Wayne Bridge
2013,71.42857142857143,Wayne Bridge
2007,86.5,Miroslav Klose
2008,85.0,Miroslav Klose
2009,84.0,Miroslav Klose
2010,83.0,Miroslav Klose
2011,81.5,Miroslav Klose
2012,83.0,Miroslav Klose
2013,83.33333333333333,Miroslav Klose
2014,81.66666666666667,Miroslav Klose
2015,80.5,Miroslav Klose
2016,79.25,Miroslav Klose
2007,78.0,Robert Kovac
2008,76.0,Robert Kovac
2009,75.0,Robert Kovac
2007,81.0,Owen Hargreaves
2008,83.0,Owen Hargreaves
2009,82.0,Owen Hargreaves
2010,81.5,Owen Hargreaves
2011,79.0,Owen Hargreaves
2012,78.0,Owen Hargreaves
2007,80.0,Roque Santa Cruz
2008,83.0,Roque Santa Cruz
2009,80.5,Roque Santa Cruz
2010,80.0,Roque Santa Cruz
2011,79.0,Roque Santa Cruz
2012,76.0,Roque Santa Cruz
2013,75.5,Roque Santa Cruz
2014,76.0,Roque Santa Cruz
2015,74.8,Roque Santa Cruz
2016,74.0,Roque Santa Cruz
2007,85.5,Jens Lehmann
2008,80.0,Jens Lehmann
2009,80.0,Jens Lehmann
2010,79.0,Jens Lehmann
2007,85.5,Christoph Metzelder
2008,80.0,Christoph Metzelder
2009,79.5,Christoph Metzelder
2010,78.0,Christoph Metzelder
2011,77.0,Christoph Metzelder
2012,75.0,Christoph Metzelder
2013,74.0,Christoph Metzelder
2007,74.0,Vahid Hashemian
2008,73.0,Vahid Hashemian
2009,70.5,Vahid Hashemian
2007,80.0,Giovanni van Bronckhorst
2008,79.0,Giovanni van Bronckhorst
2009,74.0,Giovanni van Bronckhorst
2010,74.0,Giovanni van Bronckhorst
2007,82.0,Raul
2008,82.0,Raul
2009,81.5,Raul
2010,78.5,Raul
2011,80.0,Raul
2012,81.0,Raul
2007,89.0,Iker Casillas
2008,91.0,Iker Casillas
2009,90.5,Iker Casillas
2010,89.5,Iker Casillas
2011,88.5,Iker Casillas
2012,89.0,Iker Casillas
2013,87.5,Iker Casillas
2014,84.0,Iker Casillas
2015,83.8,Iker Casillas
2016,82.5,Iker Casillas
2007,76.5,Michel Salgado
2008,71.0,Michel Salgado
2009,72.0,Michel Salgado
2010,73.0,Michel Salgado
2011,71.5,Michel Salgado
2012,67.0,Michel Salgado
2007,84.0,Pepe Reina
2008,84.0,Pepe Reina
2009,84.0,Pepe Reina
2010,84.5,Pepe Reina
2011,84.5,Pepe Reina
2012,84.0,Pepe Reina
2013,83.0,Pepe Reina
2014,82.0,Pepe Reina
2015,80.0,Pepe Reina
2016,80.75,Pepe Reina
2007,88.5,Carles Puyol
2008,88.0,Carles Puyol
2009,88.0,Carles Puyol
2010,87.5,Carles Puyol
2011,86.0,Carles Puyol
2012,86.0,Carles Puyol
2013,85.0,Carles Puyol
2014,83.0,Carles Puyol
2007,82.5,Simao
2008,84.0,Simao
2009,84.0,Simao
2010,82.5,Simao
2011,81.0,Simao
2012,81.0,Simao
2013,76.42857142857143,Simao
2014,74.0,Simao
2007,80.0,Leonardo Franco
2008,79.0,Leonardo Franco
2009,78.5,Leonardo Franco
2010,78.0,Leonardo Franco
2011,73.0,Leonardo Franco
2012,70.0,Leonardo Franco
2013,70.0,Leonardo Franco
2014,69.75,Leonardo Franco
2015,69.0,Leonardo Franco
2007,79.5,David Albelda
2008,79.0,David Albelda
2009,78.5,David Albelda
2010,78.5,David Albelda
2011,77.0,David Albelda
2012,76.5,David Albelda
2013,75.6,David Albelda
2007,72.5,Eric Addo
2008,71.0,Eric Addo
2009,68.5,Eric Addo
2010,65.5,Eric Addo
2011,66.0,Eric Addo
2007,77.5,Guy Demel
2008,71.0,Guy Demel
2009,72.5,Guy Demel
2010,73.0,Guy Demel
2011,72.5,Guy Demel
2012,70.0,Guy Demel
2013,69.75,Guy Demel
2014,70.0,Guy Demel
2015,70.0,Guy Demel
2016,69.0,Guy Demel
2007,76.5,Marcus Hahnemann
2008,74.0,Marcus Hahnemann
2009,74.0,Marcus Hahnemann
2010,74.0,Marcus Hahnemann
2011,71.0,Marcus Hahnemann
2012,71.0,Marcus Hahnemann
2013,69.2,Marcus Hahnemann
2014,65.375,Marcus Hahnemann
2007,81.5,Gabriel Heinze
2008,80.0,Gabriel Heinze
2009,79.0,Gabriel Heinze
2010,79.0,Gabriel Heinze
2011,75.0,Gabriel Heinze
2013,75.5,Gabriel Heinze
2014,75.0,Gabriel Heinze
2007,87.0,Michael Essien
2008,86.0,Michael Essien
2009,85.5,Michael Essien
2010,85.5,Michael Essien
2011,84.5,Michael Essien
2012,82.5,Michael Essien
2013,81.0,Michael Essien
2014,77.3076923076923,Michael Essien
2015,73.5,Michael Essien
2007,77.0,David Jemmali
2008,73.0,David Jemmali
2009,69.0,David Jemmali
2007,85.0,Florent Malouda
2008,83.0,Florent Malouda
2009,81.5,Florent Malouda
2010,83.0,Florent Malouda
2011,83.5,Florent Malouda
2012,81.5,Florent Malouda
2013,78.0,Florent Malouda
2014,77.0,Florent Malouda
2015,73.5,Florent Malouda
2007,81.0,Daniele De Rossi
2008,85.0,Daniele De Rossi
2009,85.0,Daniele De Rossi
2010,84.0,Daniele De Rossi
2011,83.0,Daniele De Rossi
2012,85.0,Daniele De Rossi
2013,84.9,Daniele De Rossi
2014,84.18181818181819,Daniele De Rossi
2015,83.33333333333333,Daniele De Rossi
2016,82.0,Daniele De Rossi
2007,85.5,"Juninho Pernambucano,20"
2008,76.0,"Juninho Pernambucano,20"
2011,76.0,"Juninho Pernambucano,20"
2012,77.0,"Juninho Pernambucano,20"
2013,77.23076923076923,"Juninho Pernambucano,20"
2007,85.5,Deco
2008,85.0,Deco
2009,82.0,Deco
2010,81.0,Deco
2011,77.5,Deco
2012,78.0,Deco
2013,78.28571428571429,Deco
2007,77.5,Lucas Neill
2008,78.0,Lucas Neill
2009,77.0,Lucas Neill
2010,78.0,Lucas Neill
2011,76.5,Lucas Neill
2012,74.5,Lucas Neill
2013,70.75,Lucas Neill
2014,70.0,Lucas Neill
2007,83.0,Tim Borowski
2008,80.0,Tim Borowski
2009,78.0,Tim Borowski
2010,76.0,Tim Borowski
2011,74.0,Tim Borowski
2012,73.0,Tim Borowski
2007,82.0,Tomas Ujfalusi
2008,81.0,Tomas Ujfalusi
2009,80.5,Tomas Ujfalusi
2010,78.5,Tomas Ujfalusi
2011,78.0,Tomas Ujfalusi
2012,77.0,Tomas Ujfalusi
2013,78.0,Tomas Ujfalusi
2007,87.5,Adriano
2008,83.0,Adriano
2009,80.0,Adriano
2010,81.0,Adriano
2011,77.0,Adriano
2012,73.0,Adriano
2014,73.0,Adriano
2007,78.0,Bakari Kone
2008,80.0,Bakari Kone
2009,72.0,Bakari Kone
2011,72.0,Bakari Kone
2016,70.66666666666667,Bakari Kone
2007,75.5,Oguchi Onyewu
2008,74.0,Oguchi Onyewu
2009,76.0,Oguchi Onyewu
2010,75.5,Oguchi Onyewu
2011,74.0,Oguchi Onyewu
2012,76.0,Oguchi Onyewu
2013,70.5,Oguchi Onyewu
2014,66.5,Oguchi Onyewu
2015,65.0,Oguchi Onyewu
2007,81.0,Josip Simunic
2008,81.0,Josip Simunic
2009,81.5,Josip Simunic
2010,81.0,Josip Simunic
2011,78.0,Josip Simunic
2012,76.0,Josip Simunic
2007,78.5,Claude Makelele
2008,79.0,Claude Makelele
2009,80.0,Claude Makelele
2010,75.5,Claude Makelele
2011,74.0,Claude Makelele
2007,87.5,Luis Figo
2008,79.0,Luis Figo
2009,78.0,Luis Figo
2007,72.0,Jurica Vranjes
2008,71.0,Jurica Vranjes
2009,69.0,Jurica Vranjes
2010,69.0,Jurica Vranjes
2011,68.0,Jurica Vranjes
2007,74.5,Marko Babic
2008,69.0,Marko Babic
2009,69.5,Marko Babic
2010,68.0,Marko Babic
2007,85.5,Michael Ballack
2008,86.0,Michael Ballack
2009,84.5,Michael Ballack
2010,84.5,Michael Ballack
2011,81.5,Michael Ballack
2012,80.0,Michael Ballack
2007,79.5,Landon Donovan
2008,80.0,Landon Donovan
2009,81.0,Landon Donovan
2010,81.5,Landon Donovan
2011,81.5,Landon Donovan
2012,82.0,Landon Donovan
2013,78.13333333333334,Landon Donovan
2014,78.4,Landon Donovan
2015,79.0,Landon Donovan
2007,79.0,Oliver Neuville
2008,76.0,Oliver Neuville
2009,74.5,Oliver Neuville
2010,71.5,Oliver Neuville
2007,73.5,Gerald Asamoah
2008,74.0,Gerald Asamoah
2009,73.5,Gerald Asamoah
2010,72.0,Gerald Asamoah
2011,70.0,Gerald Asamoah
2012,70.0,Gerald Asamoah
2013,66.66666666666667,Gerald Asamoah
2007,82.0,Timo Hildebrand
2008,80.0,Timo Hildebrand
2009,77.5,Timo Hildebrand
2011,74.0,Timo Hildebrand
2012,74.5,Timo Hildebrand
2013,75.0909090909091,Timo Hildebrand
2014,73.66666666666667,Timo Hildebrand
2007,83.0,Mladen Krstajic
2008,78.0,Mladen Krstajic
2009,76.0,Mladen Krstajic
2007,86.0,Torsten Frings
2008,85.0,Torsten Frings
2009,82.5,Torsten Frings
2010,81.5,Torsten Frings
2011,78.5,Torsten Frings
2012,73.5,Torsten Frings
2013,72.0,Torsten Frings
2007,78.0,Sebastian Kehl
2008,79.0,Sebastian Kehl
2009,80.0,Sebastian Kehl
2010,79.5,Sebastian Kehl
2011,77.5,Sebastian Kehl
2012,78.5,Sebastian Kehl
2013,78.85714285714286,Sebastian Kehl
2014,78.0,Sebastian Kehl
2015,78.0,Sebastian Kehl
2007,87.5,Luca Toni
2008,87.0,Luca Toni
2009,84.0,Luca Toni
2010,78.5,Luca Toni
2011,76.0,Luca Toni
2012,75.0,Luca Toni
2013,73.33333333333333,Luca Toni
2014,73.625,Luca Toni
2015,75.5,Luca Toni
2016,76.0,Luca Toni
2007,63.0,Anthony Seric
2008,63.0,Anthony Seric
2009,63.0,Anthony Seric
2010,63.0,Anthony Seric
2013,63.0,Anthony Seric
2014,61.5,Anthony Seric
2007,80.5,Massimo Oddo
2008,79.0,Massimo Oddo
2009,77.5,Massimo Oddo
2010,74.5,Massimo Oddo
2011,71.5,Massimo Oddo
2012,71.0,Massimo Oddo
2007,82.0,Vincenzo Iaquinta
2008,84.0,Vincenzo Iaquinta
2009,83.0,Vincenzo Iaquinta
2010,81.0,Vincenzo Iaquinta
2011,77.5,Vincenzo Iaquinta
2012,76.0,Vincenzo Iaquinta
2007,83.0,Marco Amelia
2008,79.0,Marco Amelia
2009,79.0,Marco Amelia
2010,78.0,Marco Amelia
